NPA,Area-2020,Age_of_Residents-2021,Tree_Canopy-2012,Impervious_Surface-2023,Housing_Density-2023,Housing_Size-2023,Housing_Age-2023,New_Residential-2023,Residential_Renovation-2023,Commuters_Driving_Alone-2022,Vacant_Land-2023,Youth_Population-2022,Older_Adult_Population-2022,White_Population-2020,Black_Population-2020,Asian_Population-2020,All_Other_Races-2020,Hispanic_Latino-2020,Commercial_Construction-2023,Bachelors_Degree-2022,Early_Care_Proximity-2023,School_Age_Proximity-2023,Recycling_Participation-2022,Solid_Waste-2022,Solid_Waste_Diversion_Rate-2022,Electricity_Consumption-2013,Water_Consumption-2022,Low_Cost_Healthcare_Proximity-2022,Home_Ownership-2022,Single_Family_Housing-2023,Residential_Occupancy-2022,Nuisance_Violations-2022,Long_Commute -2022,Bicycle_Friendliness-2023,Street_Connectivity-2022,Transit_Proximity-2023,Household_Income-2021,Employment_Rate-2022,High_School_Diploma-2022,Rental_Costs-2021,Commercial_Space-2023,Commercial_Building_Age-2023,Adopt_a_Stream-2023,Transit_Ridership-2022,Grocery_Proximity-2023,Pharmacy_Proximity-2022,Population_Density-2020,Voter_Participation-2022,Residential_Tree_Canopy-2012,Library_Card_Prevalence-2018,311_Request_Rate-2022,Rental_Houses-2023,Births_to_Adolescents-2019,Low_Birthweight-2019,Prenatal_Care-2019,Age_of_Death-2019,Violent_Crime_Rate-2022,Property_Crime_Rate-2022,Disorder_Call_Rate-2022,Animal_Control_Call_Rate-2022,Proficiency_Elementary_School-2023,Proficiency_Middle_School-2023,Proficiency_High_School-2023,Highschool_Graduation_Rate-2023,Student_Absenteeism-2023,Neighborhood_School_Attendance-2023,Housing_Violations-2023,Foreclosures-2023,Adopt_a_Street-2023,Board_Committee_Participation-2023,Neighborhood_Organizations-2021,Park_Proximity-2023,Job_Density-2019,Home_Sale_Price-2023,Natural_Gas_Consumption-2013,Fire_Call_Rate-2021,Fincancial_Services_Proximity-2023,Public_Nutrition_Assistance-2023,Public_Health_Insurance -2017,Subsidized_Housing-2023,Residential_Demolitions-2023
93,586.121,30.9,44.38282155835282,25.147082032299043,1.9,957.0,103.0,0.0,0.0,71.49122807017544,25.17096571,31.16104868913857,6.591760299625468,9.81,43.52,5.52,3.22,37.93,2.4,27.710843373493976,100.0,75.0,50.0,9.0,18.7,808.0,,99.5884773662551,0.0,0.178571429,90.93959731543625,2.263374486,30.26315789473684,1.7,1.5,100.0,42000.0,90.06211180124224,85.54216867469879,1130.0,53756.14815,31.0,91.60332783,56.86813187,92.85714286,99.59,2.0,28.9978678,37.5,16.82,9.578544061,100.0,2.08,4.17,37.5,62.0,3.831417624521073,73.56321839080461,113.40996168582376,14.559386973180075,0.3275862068965517,0.1454545454545454,0.2727272727272727,0.75,0.315625,0.628125,0.089285714,0.0,28.58104218,0.0,0.0,,8.6,284554.0,23.0,81.99,75.0,,20.0,0.0,0.0
94,656.097,39.0,36.76755986050218,21.558254431980835,0.8,1145.0,50.0,0.0,1.4,74.07407407407408,16.47532685,24.756493506493506,15.178571428571429,4.34,49.8,1.72,6.14,38.0,2.6,11.396011396011396,55.61594203,55.61594203,88.8,9.0,34.3,907.0,156.0,43.5100548446069,69.29577464788733,64.49275362,93.1758530183727,53.56489945,51.267056530214425,1.6,1.417721519,96.92028986,39595.0,90.83191850594228,84.1880341880342,1121.0,35483.88889,33.0,100.0,16.38653846,52.89855072,41.68,2.0,42.39316239,43.5,15.53,60.36036036,30.61797753,2.94,8.82,41.18,71.0,18.01801801801801,108.1081081081081,337.4283374283374,53.23505323505323,0.3181818181818182,0.1774193548387097,0.1153846153846153,0.7142857142857143,0.3577712609970674,0.592375366568915,0.543478261,0.0,15.94964268,0.0,1.0,99.27536232,4.3,341948.0,48.0,74.53,53.62318841,,29.0,0.0,0.0
95,441.936,30.8,30.057835421330203,31.65685881123063,1.5,1747.0,27.0,0.0,1.4,92.12765957446808,1.410949457,21.642124051762607,3.435966086568496,26.15,29.94,13.9,3.31,26.7,5.7,45.88513913558319,89.7473997,89.7473997,75.4,10.0,28.9,976.0,167.0,94.9479940564635,56.75675675675676,52.74888559,95.63812600969304,9.063893016,57.5531914893617,1.5,1.196721311,73.69985141,85344.0,92.98611111111111,87.86264061574897,1309.0,58346.44444,19.0,,36.69230769,62.40713224,97.33,4.0,43.25,50.9,16.62,31.10838947,18.87323944,0.0,13.21,58.49,58.0,6.12369871402327,44.09063074096755,105.32761788120024,24.49479485609308,0.5076923076923077,0.3220338983050847,0.3636363636363636,0.8888888888888888,0.2333333333333333,0.6333333333333333,0.0,0.375234522,46.59205813,0.612369871,2.0,75.0371471,10.64,372534.0,52.0,36.13,65.37890045,,15.0,0.0,0.0
96,718.917,29.0,40.95133822887044,26.45483150257681,3.5,1612.0,29.0,50.4,1.8,65.20248553674737,15.63798343,20.866045142296368,4.465161923454367,21.75,37.48,10.18,4.52,26.07,2.1,26.43329165922486,100.0,100.0,88.9,10.0,32.3,1260.0,158.0,38.4898710865561,46.05973371716445,24.26795026,100.0,9.806629834,39.51146346689522,1.5,1.350574713,98.03449659,69195.0,97.1396522714526,91.4270405429541,1461.0,19989.64815,17.0,12.23783511,34.22802198,54.71319695,52.21,7.0,40.35856574,41.0,14.74,19.84732824,20.33057851,1.32,13.82,59.21,63.0,6.0677236249755335,51.67351732237229,86.51399491094148,21.92209825797612,0.4210526315789473,0.2477064220183486,0.3214285714285714,0.8421052631578947,0.2462908011869436,0.5830860534124629,0.200561572,0.0,0.0,0.39146604,1.0,,5.68,295964.0,43.0,33.27,51.86522262,,13.0,4.419889503,0.0
97,548.783,33.0,38.04870550707982,17.711954724487665,3.4,1887.0,31.0,0.0,6.7,75.9789875835721,1.070404417,20.385947550717468,8.980702622464126,40.7,29.51,3.62,5.84,20.32,0.4,38.9689978370584,34.46601942,34.46601942,79.7,6.0,34.9,961.0,148.0,17.2599784250269,58.620689655172406,49.46062567,88.49765258215963,5.609492988,67.1919770773639,1.3,1.077844311,72.65372168,72665.0,97.23538704581358,87.16654650324442,1236.0,4331.0,40.0,0.0,47.95192308,14.34735707,17.53,7.0,46.56106711,39.1,20.28,30.53682896,17.55725191,1.06,9.57,68.09,70.0,0.7490636704119851,12.983770287141072,31.960049937578027,15.230961298377029,0.3644859813084112,0.2268041237113402,0.4333333333333333,0.92,0.2179732313575526,0.6653919694072657,0.0,0.0,17.35501301,0.0,2.0,90.88457389,0.36,289979.0,49.0,15.48,20.49622438,,10.0,0.0,0.0
98,1602.56,35.1,57.17430564010251,6.301629218637831,1.0,2066.0,17.0,0.1,0.9,84.26252646436133,25.56005377,29.65779467680608,7.088538837588267,15.95,51.36,3.68,4.32,24.69,0.1,32.4580284115368,56.90897184,56.97445972,78.1,9.0,19.0,971.0,140.0,0.567375886524823,85.14570007107321,84.67583497,98.8756148981026,20.14184397,74.94707127734651,1.2,1.119565217,74.00130976,49416.0,99.34249850567842,83.34050796383985,1498.0,1994.133333,53.0,30.69941574,7.692307692,0.589390963,0.71,2.0,41.62280702,56.6,17.73,39.59307121,17.16937355,2.36,5.51,54.33,63.0,2.474566950783613,10.173219686554852,37.668408028595,22.271102557052515,0.5488721804511278,0.360655737704918,0.4666666666666667,0.9074074074074074,0.214824120603015,0.5288944723618091,0.065487885,0.0,0.099165624,0.549903767,1.0,30.97576948,0.1,375145.0,46.0,26.12,,,20.0,0.0,0.0
99,396.864,35.3,63.15423148240576,18.47708605732708,1.7,1921.0,50.0,1.3,6.5,79.48717948717949,3.486925802,21.412606168976307,12.963790791238267,53.97,12.14,10.87,6.85,16.17,0.8,31.12491373360939,30.45454545,27.57575758,68.6,9.0,29.1,972.0,144.0,0.0,75.64102564102564,100.0,100.0,33.84615385,73.41430499325237,1.7,1.25974026,95.0,64934.0,95.14018691588784,83.29882677708764,1367.0,4456.0,40.0,,14.01098901,32.87878788,0.0,4.0,60.6485539,72.7,24.81,64.49942463,16.51515152,0.0,10.42,56.25,73.0,4.027617951668584,13.233601841196778,58.68814729574223,36.24856156501726,0.6097560975609756,0.4651162790697674,0.45,0.9333333333333332,0.2142857142857142,0.6116071428571429,0.606060606,0.0,8.9300465,1.150747986,1.0,100.0,1.06,343438.0,55.0,42.58,38.78787879,,17.0,0.0,0.0
100,718.545,33.5,47.72518318335051,22.676930202884872,1.0,1494.0,46.0,0.0,1.0,72.3606168446026,2.589900457,41.62046908315565,8.784648187633262,9.05,60.38,3.0,3.38,24.2,0.8,16.3265306122449,97.16713881,100.0,49.8,8.0,21.4,984.0,130.0,44.0629470672389,57.47126436781609,62.32294618,94.18132611637348,34.04864092,54.32977461447213,1.4,1.066037736,100.0,43466.0,84.42760942760943,67.66091051805337,,10065.14286,35.0,,25.22664835,,0.0,3.0,50.37037037,62.1,22.04,59.45504087,35.68181818,5.26,15.79,42.11,70.0,7.629427792915531,37.05722070844687,189.1008174386921,48.50136239782017,0.4126984126984127,0.1746031746031746,0.375,0.8125,0.2885245901639344,0.6262295081967213,1.133144476,0.0,33.34436226,0.544959128,0.0,99.2917847,2.86,252679.0,53.0,37.6,,,32.0,0.0,0.0
101,126.462,27.6,40.21305164544167,28.6506615349108,5.7,1386.0,38.0,0.0,0.8,75.38167938931298,4.999547356,35.2622061482821,7.414104882459313,1.46,32.27,0.73,2.04,63.51,1.6,10.330992978936813,100.0,100.0,67.4,9.0,27.4,995.0,133.0,80.7427785419532,11.092436974789916,12.92984869,79.01726427622842,3.026134801,57.44274809160306,2.0,1.178571429,100.0,28832.0,95.52845528455283,61.78535606820461,939.0,4035.833333,55.0,,2.602564103,,0.0,16.0,33.87096774,44.1,12.74,7.083939835,17.0212766,7.84,12.75,41.18,63.0,7.763221737020864,18.92285298398836,101.40708393983503,22.804463852498788,0.27,0.0918367346938775,0.25,0.8571428571428571,0.3382899628252788,0.6784386617100372,0.550206327,0.281690141,11.74163046,0.485201359,0.0,19.53232462,0.88,342375.0,51.0,29.6,,,26.0,0.0,0.0
102,197.027,29.8,49.96327996957401,17.055001395853562,2.7,1262.0,43.0,1.5,1.5,72.60981912144703,3.029334715,20.21390374331551,19.03743315508021,9.61,44.36,5.07,3.86,37.09,1.5,23.32814930015552,100.0,100.0,52.4,6.0,19.3,2733.0,141.0,63.0597014925373,43.32247557003257,61.52416357,82.74932614555256,26.11940299,69.76744186046511,1.2,1.019607843,100.0,43345.0,88.11881188118812,80.09331259720062,1083.0,2695.666667,48.0,,24.58333333,61.52416357,16.04,7.0,36.54916512,53.5,18.15,31.71839516,34.44108761,2.44,4.88,48.78,63.0,5.299015897047691,30.28009084027252,137.77441332323997,34.8221044663134,0.2678571428571428,0.3265306122448979,0.1739130434782608,0.7857142857142857,0.2964169381107492,0.5602605863192183,0.371747212,0.0,0.0,0.0,0.0,89.59107807,0.79,458319.0,45.0,27.25,,,26.0,0.0,0.0
103,134.395,30.5,43.184254596951845,25.256555351166845,6.7,1223.0,23.0,0.0,3.0,52.78450363196126,7.335048548,26.306306306306304,6.216216216216217,14.35,46.4,5.04,3.7,30.5,0.7,19.60335621662853,91.40625,91.40625,68.6,9.0,28.9,847.0,137.0,100.0,16.182572614107883,25.55803571,84.95887191539366,23.29615861,59.44309927360775,1.8,1.133333333,100.0,39115.0,94.51672862453532,64.75972540045767,1116.0,8493.2,37.0,,639.5512821,,0.0,14.0,28.77697842,46.5,16.54,24.84567901,42.3580786,3.13,21.88,43.75,59.0,22.63374485596708,59.67078189300412,331.7901234567901,30.349794238683128,0.1346153846153846,0.2413793103448276,0.2,0.8181818181818182,0.3626760563380282,0.5246478873239436,0.669642857,0.0,27.87178987,0.0,1.0,4.464285714,1.12,327236.0,39.0,41.15,,,37.0,0.0,0.0
105,221.557,32.9,40.53822847866723,28.26294790796775,4.5,2036.0,40.0,0.0,4.1,93.1930693069307,2.973445716,20.05842259006816,9.298928919182083,64.78,13.64,9.8,4.3,7.48,0.5,80.18018018018019,1.002004008,1.002004008,71.1,8.0,29.0,940.0,139.0,7.41482965931863,87.26899383983573,24.6492986,96.15004935834156,3.70741483,61.13861386138614,1.6,1.311827957,95.19038076,132446.0,97.61194029850746,98.64864864864865,1975.0,2068.0,45.0,100.0,1.115384615,18.43687375,4.01,9.0,57.48324646,43.3,10.7,12.0262759,9.756097561,1.05,6.32,76.84,66.0,1.010611419909045,5.053057099545224,14.14855987872663,16.16978271854472,0.4782608695652174,0.2608695652173913,0.4444444444444444,0.8571428571428571,0.304635761589404,0.4834437086092715,0.100200401,0.0,24.26173307,1.01061142,1.0,100.0,0.32,416477.0,32.0,11.62,8.416833667,,8.0,4.809619238,0.0
106,151.847,32.5,20.046309494393554,52.67661747192014,4.7,1696.0,61.0,0.0,0.0,51.31810193321616,1.126537743,22.56410256410257,2.1538461538461537,12.53,22.35,2.3,2.65,60.17,24.4,35.95988538681949,98.46796657,100.0,52.9,9.0,43.1,642.0,117.0,99.5890410958904,2.7210884353741496,5.431754875,78.75,26.30136986,26.18629173989455,1.5,1.16,100.0,32422.0,98.59375,64.18338108882521,944.0,12701.73077,47.0,,14.13221154,99.02506964,98.08,9.0,25.27472527,44.1,9.21,19.63788301,25.64102564,6.02,8.43,30.12,72.0,16.016713091922007,100.974930362117,210.3064066852368,20.1949860724234,0.1805555555555555,0.0821917808219178,0.2222222222222222,0.6875,0.3768115942028985,0.7652173913043478,1.671309192,0.0,23.32792259,0.0,1.0,100.0,5.42,291460.0,46.0,49.44,100.0,,24.0,0.0,0.0
107,160.111,39.0,35.21737750664895,30.193571350366323,4.1,1885.0,60.0,0.0,0.0,94.34167573449402,3.139425765,23.30654420206659,9.12743972445465,26.06,44.25,2.23,6.64,20.83,0.0,38.48122866894198,35.94470046,35.94470046,70.8,10.0,31.1,869.0,143.0,0.0,17.634408602150536,3.840245776,100.0,1.689708141,66.70293797606094,2.4,1.163636364,100.0,51282.0,98.07135969141754,95.98976109215018,1257.0,19728.0,21.0,100.0,24.53205128,,0.0,14.0,34.46447508,36.2,36.78,3.819918145,32.0,0.0,10.53,59.65,60.0,5.002273760800364,25.92087312414734,54.57025920873125,24.55661664392906,0.3859649122807017,0.2962962962962963,0.375,0.9,0.2892768079800499,0.6184538653366584,1.228878648,0.120627262,0.0,0.45475216,0.0,63.59447005,1.79,323456.0,32.0,31.83,0.153609831,,26.0,0.0,0.0
108,572.002,32.0,60.69896016106129,12.32655540785155,1.0,1902.0,32.0,0.3,1.6,93.19727891156462,17.7873548,19.26364234056542,4.470742932281394,45.71,24.02,8.3,5.75,16.23,0.3,33.562231759656655,91.39966273,95.7841484,98.3,9.0,27.0,,148.0,1.34453781512605,56.56028368794325,80.10118044,100.0,2.352941176,81.40589569160997,,1.097560976,54.80607083,113401.0,96.31255487269534,98.11158798283262,,7849.896552,35.0,100.0,42.40384615,,0.0,2.0,51.64835165,63.8,24.03,33.33333333,20.21052632,3.23,6.45,58.06,70.0,,,,,0.5263157894736842,0.6363636363636364,0.2307692307692307,0.8947368421052632,0.1993569131832797,0.6752411575562701,,0.0,,0.0,,53.96290051,0.79,574056.0,42.0,,,,17.0,0.0,1.7
109,1246.22,42.6,63.915616801011886,11.493089295982411,1.0,3262.0,25.0,0.0,0.9,93.57366771159874,13.3979257,17.673946165566274,16.15033011681056,59.98,28.17,1.72,3.78,6.35,0.6,66.5149544863459,10.37277147,,100.0,6.0,45.1,1300.0,246.0,53.8649308380797,69.42148760330579,53.48460292,88.32116788321169,2.359641985,70.21943573667711,1.3,1.213235294,55.99675851,79628.0,94.51585261353898,97.33420026007802,1129.0,9804.982759,23.0,63.25513111,48.83076923,53.56564019,53.86,2.0,58.83297645,65.7,6.39,14.44954128,9.696969697,0.0,5.71,62.86,78.0,4.969418960244648,44.342507645259936,115.0611620795107,20.642201834862384,0.3653846153846153,0.2978723404255319,0.3636363636363636,1.0,0.2084805653710247,0.5512367491166078,0.243111831,0.0,0.0,0.382262997,2.0,13.45218801,0.81,172925.0,54.0,10.32,48.54132901,,11.0,8.136696501,0.8
110,1392.98,33.7,58.60379312469127,8.619290469733498,1.0,2358.0,33.0,0.4,0.6,80.77436582109479,19.08030452,25.23791397030833,9.63075751808146,45.55,39.45,2.89,3.95,8.15,0.6,29.6619411123228,0.0,,56.7,5.0,39.7,1051.0,136.0,17.6300578034682,42.27799227799228,37.28571429,94.35336976320583,4.046242775,55.140186915887845,1.5,1.362204724,70.5,64840.0,93.961179007908,87.35005452562704,1336.0,16859.025,15.0,47.14464767,3.730769231,56.07142857,73.7,1.0,54.98857578,59.6,14.53,21.46238822,22.03065134,0.0,5.0,57.5,73.0,3.156233561283535,53.12993161493951,99.94739610731196,25.24986849026828,0.3454545454545454,0.3018867924528302,0.5263157894736842,1.0,0.2328767123287671,0.5547945205479452,0.071428571,0.0,0.0,1.052077854,1.0,18.14285714,0.24,292822.0,54.0,32.09,62.92857143,,8.0,0.0,0.7
111,752.405,36.0,43.76389275700113,22.370396569188376,2.9,2615.0,14.0,0.1,2.1,84.81343283582089,7.637901754,27.47214484679666,6.998607242339832,19.15,42.85,14.37,4.14,19.49,0.7,51.47019867549669,0.0,,58.6,10.0,21.1,905.0,166.0,6.60705414803775,48.5813837730214,62.16968011,98.0,4.669647293,59.85074626865672,1.4,1.254901961,80.34306908,87629.0,93.18494091783457,92.6092715231788,1418.0,62509.73077,22.0,,8.861538462,15.25266574,16.34,7.0,41.17647059,37.6,13.9,27.4964979,17.82252051,1.15,12.64,68.39,67.0,1.8010806483890334,15.609365619371625,29.417650590354214,14.008405043025816,0.3370165745856354,0.3905325443786982,0.3582089552238806,0.8955223880597015,0.2190954773869346,0.6391959798994975,0.0,0.0,4.267614989,0.400240144,1.0,,1.02,255318.0,52.0,20.01,,,20.0,5.961251863,0.9
112,1636.15,35.4,63.86615453087443,3.520354250261971,0.5,2179.0,32.0,0.7,0.5,95.77464788732394,29.76607888,15.829918032786884,15.317622950819674,32.34,44.28,6.43,7.52,9.42,0.1,40.089753178758414,47.97297297,13.64864865,57.3,8.0,14.5,1165.0,156.0,0.0,74.50722733245729,90.94594595,94.18316831683168,1.147776184,80.79385403329066,1.4,1.32038835,,71023.0,96.38157894736842,95.21316379955124,1124.0,3052.75,76.0,25.50248062,,,0.0,1.0,51.9212746,64.5,18.46,7.294658242,36.55274889,0.0,4.44,57.78,70.0,6.892590465249856,16.082711085582996,47.09936817920735,37.334865020103386,0.3272727272727272,0.3157894736842105,0.3157894736842105,0.8,0.1638795986622073,0.4916387959866221,0.135135135,0.105263158,60.36638446,0.0,0.0,31.35135135,0.03,434725.0,48.0,10.91,,,15.0,0.0,1.4
113,1338.12,35.0,44.83265693319978,10.482003289724336,1.4,1809.0,21.0,6.0,1.7,94.67213114754098,19.35325599,28.010409273716583,9.179086822805772,15.66,63.34,3.52,4.88,12.61,0.1,25.993883792048926,52.0746888,35.73651452,63.4,9.0,19.5,1040.0,141.0,0.0,71.5850144092219,95.69502075,91.75039661554732,7.747648035,62.63661202185792,1.5,1.195979899,14.0560166,48243.0,97.61045987376016,89.3306150186884,,3731.146789,33.0,0.0,,,0.0,3.0,44.41340782,44.9,23.64,49.22680412,30.40650407,1.49,11.94,57.46,69.0,3.865979381443299,20.403780068728523,48.96907216494846,29.42439862542956,0.329608938547486,0.3081395348837209,0.365079365079365,0.9607843137254902,0.2388535031847133,0.4681528662420382,0.31120332,0.0,20.97262723,0.429553265,1.0,36.82572614,0.47,516667.0,43.0,29.21,2.489626556,,22.0,0.0,0.0
114,657.7,27.5,48.59310476616609,16.725427092525997,0.7,1216.0,58.0,8.5,0.8,81.26195028680688,16.90857634,41.30769230769231,4.230769230769231,4.57,60.84,2.36,4.18,28.05,1.4,10.32258064516129,89.78723404,97.65957447,45.0,6.0,31.1,988.0,129.0,0.0,8.88888888888889,40.63829787,84.26966292134831,20.95032397,41.10898661567878,1.6,1.292307692,100.0,25284.0,74.31192660550458,80.0,725.0,25747.32609,37.0,100.0,3.337278107,,0.0,2.0,25.35545024,51.5,12.98,30.65405831,63.35078534,5.33,24.0,41.33,61.0,10.244286840031522,30.732860520094565,76.43814026792751,47.28132387706856,0.2962962962962963,0.2266666666666666,0.0,0.8666666666666667,0.3249370277078086,0.6498740554156172,0.85106383,0.0,10.95045728,0.0,0.0,95.74468085,2.97,253600.0,46.0,52.8,26.17021277,,35.0,48.38012959,0.0
115,724.972,41.0,27.9294942014869,23.11072813632489,2.7,3010.0,19.0,0.0,3.0,93.322563274098,1.624108909,27.91548151158066,7.090613571718814,52.69,8.43,27.81,5.24,5.83,0.3,75.43156596794081,52.02913632,52.02913632,88.1,9.0,41.2,999.0,181.0,54.4647519582245,68.20542412002308,73.30905307,95.74585635359117,4.751958225,71.67474421109317,1.8,1.320441989,,147180.0,93.87014871236852,98.85943279901356,1836.0,4300.15942,17.0,62.39690264,,26.48283039,11.07,8.0,58.37292162,21.1,26.11,18.25925926,8.01987225,0.0,7.59,62.03,75.0,0.3703703703703703,2.7777777777777777,11.851851851851851,6.666666666666666,0.8095238095238095,0.8263665594855305,0.9351851851851852,0.9655172413793104,0.0956325301204819,0.7914156626506024,0.104058273,0.0,0.0,0.555555556,2.0,23.7773153,1.54,721467.0,52.0,12.78,37.30489074,,4.0,0.0,0.0
116,3658.35,31.0,31.948560011540568,21.68394100671635,0.8,2251.0,14.0,4.7,0.6,80.64316635745207,9.992029413,33.86056191467222,7.492195629552549,30.81,24.88,4.74,4.03,35.53,1.6,44.130808950086056,72.51138582,61.58100195,82.9,8.0,37.5,,126.0,54.2726135889954,63.64158529580701,37.73584906,95.81728123280132,13.96415173,57.01917130488559,,1.468553459,97.33246584,76325.0,92.49797242497972,84.57831325301206,1134.0,26321.53535,37.0,27.3544232,214.2346939,64.1509434,36.18,1.0,51.8294983,42.6,10.41,16.43568644,17.75862069,4.69,9.38,47.4,67.0,,,,,0.3100436681222707,0.336734693877551,0.2340425531914893,0.9090909090909092,0.3282374100719424,0.6160071942446043,,0.0,,0.649631875,,25.86206897,3.04,663618.0,42.0,,28.98503578,,21.0,6.210921217,9.1
117,992.619,29.0,60.33024051355439,10.09808758421439,1.9,2039.0,15.0,4.3,2.4,85.20441271901362,4.832374353,29.07142857142857,5.904761904761905,8.59,68.03,1.93,4.2,17.24,0.5,44.35516271595018,85.45548654,85.45548654,57.8,9.0,14.6,921.0,151.0,0.0,66.83291770573567,83.54037267,88.86426592797784,7.368967307,80.72680077871513,1.7,1.242424242,50.10351967,59511.0,97.3476999585578,96.90638810767376,1502.0,16415.05263,32.0,100.0,2.234615385,16.45962733,16.5,5.0,39.72551929,69.5,19.31,48.28817475,29.0582404,3.82,12.21,58.02,59.0,3.5706784289014912,17.853392144507456,51.03969754253308,23.52446964923336,0.3446327683615819,0.3267326732673267,0.3020833333333333,0.8160919540229885,0.2606382978723404,0.5478723404255319,0.155279503,0.0,9.096941976,0.84015963,1.0,30.84886128,0.69,607896.0,46.0,25.41,,,22.0,0.0,0.0
118,319.774,38.8,66.38398318548077,14.698939583533445,1.4,2828.0,35.0,0.0,2.8,91.08635097493035,1.649421855,28.50574712643678,10.689655172413794,78.01,3.72,6.79,4.53,6.95,0.3,63.34975369458128,64.78555305,67.04288939,64.8,9.0,37.2,,184.0,0.0,93.88646288209608,100.0,100.0,2.257336343,72.14484679665738,,1.057971014,69.30022573,141176.0,95.8490566037736,99.70443349753695,1168.0,9227.0,24.0,100.0,0.451923077,,0.0,4.0,68.57142857,72.1,26.32,36.70169766,10.38374718,0.0,0.0,85.19,71.0,,,,,0.8918918918918919,0.7954545454545454,0.7142857142857143,0.9,0.0975609756097561,0.8195121951219512,,0.0,,0.808407437,,73.58916479,0.32,235122.0,54.0,,0.225733634,,3.0,0.0,0.0
119,1018.21,40.2,57.622360151499855,13.185330681439918,0.9,1683.0,40.0,0.1,0.7,79.12772585669782,9.562503164,20.49878345498784,15.75425790754258,22.27,35.1,16.44,5.46,20.73,0.7,21.864686468646862,14.25339367,14.25339367,62.6,4.0,32.1,1166.0,143.0,0.0,79.84031936127745,66.28959276,75.33834586466165,13.19681456,57.3208722741433,1.9,1.6875,14.47963801,43558.0,44.67860906217071,85.89108910891089,1276.0,35666.0,36.0,0.0,88.65384615,14.9321267,13.54,2.0,40.14830508,56.1,14.12,39.66065748,20.30716724,2.17,4.35,47.83,73.0,3.7115588547189824,37.6458112407211,173.91304347826087,49.84093319194061,0.3478260869565217,0.4657534246575342,0.3181818181818182,0.8888888888888888,0.2641509433962264,0.5714285714285714,0.452488688,0.0,0.071953882,0.0,2.0,60.97285068,0.42,416720.0,47.0,49.31,,,17.0,0.0,1.1
120,382.759,27.7,33.09490904130305,13.632549622752702,1.6,1240.0,41.0,34.5,1.3,89.74008207934337,7.708667185,39.3342709798406,9.563994374120956,6.65,77.97,2.87,4.51,7.99,0.5,14.825046040515655,100.0,100.0,55.8,9.0,20.8,1001.0,127.0,0.168067226890756,35.722819593787335,47.69475358,100.0,16.30252101,35.9781121751026,1.4,1.205882353,100.0,37566.0,90.55374592833876,85.54327808471454,880.0,7437.785714,43.0,100.0,31.47633136,,0.0,4.0,36.9193154,40.0,29.47,37.70591824,42.0,6.67,21.67,53.33,64.0,14.03294691885296,21.964612568639414,115.92434411226355,31.11653447223917,0.313953488372093,0.1688311688311688,0.2916666666666667,0.8947368421052632,0.3522167487684729,0.5221674876847291,1.748807631,0.0,14.83032457,0.0,1.0,100.0,0.77,431956.0,54.0,50.64,,,56.0,43.36134454,3.2
121,536.06,37.2,48.839470787936754,17.254152507195446,2.2,1249.0,57.0,0.2,3.2,77.01729106628243,5.492072643,16.16740088105727,8.061674008810572,19.88,35.24,4.78,2.82,37.29,0.4,33.12958435207824,99.91554054,99.91554054,60.5,7.0,20.2,922.0,154.0,0.0,34.56345634563456,54.22297297,90.54604726976363,35.58748943,37.752161383285305,1.7,1.273584906,100.0,55224.0,99.07063197026022,94.3765281173594,1333.0,21164.75758,29.0,,26.30384615,0.084459459,2.87,5.0,40.03378378,57.7,17.17,43.94197952,43.7694704,11.59,21.74,43.48,65.0,8.105802047781571,64.419795221843,160.83617747440277,54.18088737201366,0.2293577981651376,0.2577319587628865,0.21875,0.92,0.3211169284467713,0.5078534031413613,0.506756757,0.0,14.17443436,0.0,1.0,66.89189189,1.29,367039.0,42.0,71.67,49.83108108,,30.0,4.142011834,0.0
122,3814.24,,11.728092665492143,34.17466173202141,0.0,,,0.0,0.0,,1.541638215,,,,,,,,1.4,,,,,,,,,,,,,,,1.6,1.358974359,,,,,,51231.87574,37.0,49.91787944,109.9615385,,0.0,0.0,0.0,,,,,,,,,inf,inf,inf,inf,,,,,,,,0.0,0.13097508,,0.0,,4.59,248462.0,,,,,,0.0,
123,1212.56,44.4,49.58430517213046,10.332100594822714,0.9,1508.0,48.0,0.1,1.5,99.41634241245136,13.32430034,23.33333333333333,25.55555555555556,2.29,87.16,0.44,3.53,6.58,0.3,27.149321266968325,98.80294659,98.80294659,64.3,7.0,15.1,938.0,125.0,81.6927322907083,57.98575788402849,74.30939227,96.46712463199216,14.25942962,71.40077821011673,1.5,1.208,98.80294659,38224.0,97.66584766584766,85.2617970265029,941.0,15553.45652,32.0,79.16861105,36.17708333,1.104972376,28.33,2.0,52.51973285,41.7,28.26,52.46690734,32.34200743,3.13,18.75,46.88,75.0,10.028078620136382,23.265142398716407,156.83914961893302,44.12354592860008,0.2105263157894736,0.1388888888888889,0.2272727272727272,0.9333333333333332,0.3612565445026178,0.5366492146596858,0.73664825,0.0,27.72018149,0.401123145,4.0,90.05524862,0.46,591272.0,60.0,52.55,0.644567219,,31.0,0.0,0.0
